Title,Year,IMDB Rating,IMDB Votes,Genre,Box Office,IMDB ID,Budget,Revenue
Just Like Heaven,2005,6.7,117766.0,"Comedy, Drama, Fantasy","$48,318,130",tt0425123,58000000,102854431.0
Proof,2005,6.7,46218.0,"Drama, Mystery","$7,535,331",tt0377107,20000000,7535331.0
Lord of War,2005,7.6,339103.0,"Crime, Drama","$24,149,632",tt0399295,42000000,24127895.0
Cry Wolf,2005,5.8,28609.0,"Drama, Horror, Mystery","$10,047,674",tt0384286,1000000,10047674.0
Everything Is Illuminated,2005,7.4,60005.0,"Comedy, Drama","$1,712,337",tt0404030,7000000,2697930.0
Doom,2005,5.2,119373.0,"Action, Horror, Sci-Fi","$28,212,337",tt0419706,60000000,55987321.0
Domino,2005,5.9,69564.0,"Action, Biography, Crime","$10,169,202",tt0421054,50000000,22944502.0
Waiting...,2005,6.7,106604.0,Comedy,"$16,124,543",tt0348333,3000000,18637690.0
Æon Flux,2005,5.4,133218.0,"Action, Adventure, Sci-Fi","$25,874,337",tt0402022,62000000,52304001.0
An Unfinished Life,2005,7.0,34090.0,"Drama, Family, Romance","$8,586,392",tt0350261,30000000,18618284.0
The Exorcism of Emily Rose,2005,6.7,140742.0,"Drama, Horror, Thriller","$75,072,454",tt0404032,19000000,144216468.0
Flightplan,2005,6.3,172908.0,"Drama, Mystery, Thriller","$89,707,299",tt0408790,55000000,223387299.0
Corpse Bride,2005,7.4,301221.0,"Animation, Comedy, Drama","$53,401,527",tt0121164,40000000,117195061.0
A History of Violence,2005,7.4,253857.0,"Action, Crime, Drama","$31,504,633",tt0399146,32000000,60740827.0
Oliver Twist,2005,6.8,34388.0,"Crime, Drama","$2,080,321",tt0380599,50000000,42093706.0
The Greatest Game Ever Played,2005,7.4,33809.0,"Biography, Drama, Sport","$15,337,393",tt0388980,25000000,15431177.0
Capote,2005,7.3,141560.0,"Biography, Crime, Drama","$28,750,530",tt0379725,7000000,49084830.0
Into the Blue,2005,5.9,80093.0,"Action, Adventure, Crime","$18,801,234",tt0378109,50000000,44434439.0
Mirrormask,2005,6.7,23718.0,"Drama, Fantasy","$866,999",tt0366780,4000000,866999.0
Wallace & Gromit: The Curse of the Were-Rabbit,2005,7.5,147197.0,"Animation, Adventure, Comedy","$56,110,897",tt0312004,30000000,192452832.0
Kiss Kiss Bang Bang,2005,7.5,238251.0,"Comedy, Crime, Mystery","$4,243,756",tt0373469,15000000,15785148.0
Goal! The Dream Begins,2005,6.7,66162.0,"Drama, Romance, Sport","$4,283,255",tt0380389,30000000,27610873.0
The Squid and the Whale,2005,7.3,90877.0,"Comedy, Drama","$7,372,734",tt0367089,1500000,11098131.0
Two for the Money,2005,6.2,48966.0,"Crime, Drama, Sport","$22,991,379",tt0417217,35000000,30526509.0
Brokeback Mountain,2005,7.7,386417.0,"Drama, Romance","$83,043,761",tt0388795,14000000,178043761.0
Elizabethtown,2005,6.3,72924.0,"Comedy, Drama, Romance","$26,850,426",tt0368709,57000000,52034889.0
North Country,2005,7.3,45082.0,Drama,"$18,337,722",tt0395972,35000000,25224242.0
"Good Night, and Good Luck.",2005,7.4,101552.0,"Biography, Drama, History","$31,558,003",tt0433383,7000000,54600000.0
The Proposition,2005,7.3,55283.0,"Crime, Drama, Western","$1,903,434",tt0421238,2000000,5048693.0
The Fog,2005,3.7,39394.0,"Horror, Mystery","$29,550,869",tt0432291,18000000,46201432.0
Shopgirl,2005,6.3,24730.0,"Drama, Romance","$10,284,523",tt0338427,10284523,11588205.0
Stay,2005,6.7,86493.0,"Drama, Mystery, Thriller","$3,626,883",tt0371257,50000000,8342132.0
The Legend of Zorro,2005,6.0,108000.0,"Action, Adventure, Romance","$46,464,023",tt0386140,75000000,142400065.0
The Weather Man,2005,6.6,83551.0,"Comedy, Drama","$12,482,775",tt0384680,20000000,12482775.0
Saw II,2005,6.6,278854.0,"Horror, Mystery","$87,039,965",tt0432348,4000000,152925093.0
Empire of the Wolves,2005,5.8,12203.0,"Action, Crime, Drama",N/A,tt0402158,24000000,11875866.0
Manderlay,2005,7.2,25276.0,Drama,"$78,378",tt0342735,14200000,674918.0
Jarhead,2005,7.0,208065.0,"Biography, Drama, War","$62,658,220",tt0418763,72000000,96889998.0
Chicken Little,2005,5.7,101396.0,"Animation, Adventure, Comedy","$135,386,665",tt0371606,150000000,314432665.0
Joyeux Noel,2005,7.7,32066.0,"Drama, History, Music","$1,054,361",tt0424205,22000000,17709155.0
Get Rich or Die Tryin',2005,5.5,50413.0,"Biography, Crime, Drama","$30,985,352",tt0430308,40000000,46442528.0
Syriana,2005,6.9,134796.0,"Drama, Thriller","$50,824,620",tt0365737,50000000,94000000.0
Derailed,2005,6.6,76725.0,"Crime, Drama, Thriller","$36,024,076",tt0398017,22000000,57479076.0
Pride & Prejudice,2005,7.8,333152.0,"Drama, Romance","$38,405,088",tt0414387,28000000,121147947.0
Wolf Creek,2005,6.2,78872.0,"Horror, Thriller","$16,188,180",tt0416315,1000000,27762648.0
Harry Potter and the Goblet of Fire,2005,7.7,687968.0,"Adventure, Family, Fantasy","$290,469,928",tt0330373,150000000,895921036.0
Walk the Line,2005,7.8,267062.0,"Biography, Drama, Music","$119,519,402",tt0358273,28000000,186438883.0
Rent,2005,6.8,56061.0,"Drama, Musical, Romance","$29,077,547",tt0294870,40000000,31670620.0
Zathura: A Space Adventure,2005,6.3,116113.0,"Action, Adventure, Comedy","$29,258,869",tt0406375,65000000,64321501.0
Bee Season,2005,5.5,7227.0,"Drama, Family","$1,180,560",tt0387059,14000000,6856989.0
"Yours, Mine & Ours",2005,5.5,30430.0,"Comedy, Family, Romance","$53,412,862",tt0443295,45000000,72028752.0
Match Point,2005,7.6,229114.0,"Drama, Romance, Thriller","$23,151,529",tt0416320,15000000,85306374.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,430142.0,"Adventure, Family, Fantasy","$291,710,957",tt0363771,180000000,748806957.0
King Kong,2005,7.2,449822.0,"Action, Adventure, Romance","$218,080,025",tt0360717,207000000,550000000.0
Memoirs of a Geisha,2005,7.3,161592.0,"Drama, Romance","$57,490,508",tt0397535,85000000,162242962.0
The Matador,2005,6.7,46473.0,"Comedy, Crime, Thriller","$12,594,698",tt0365485,10000000,17297244.0
Mozart and the Whale,2005,6.7,9330.0,"Comedy, Drama, Romance","$36,006",tt0392465,12000000,84967.0
The Three Burials of Melquiades Estrada,2005,7.3,41991.0,"Adventure, Crime, Drama","$5,027,684",tt0419294,15000000,12036149.0
Munich,2005,7.5,239808.0,"Action, Drama, History","$47,403,685",tt0408306,70000000,130358911.0
The Producers,2005,6.3,44910.0,"Comedy, Crime, Musical","$19,398,532",tt0395251,45000000,38058335.0
Transamerica,2005,7.4,42437.0,"Adventure, Comedy, Drama","$9,015,303",tt0407265,1000000,13350369.0
Rumor Has It...,2005,5.5,61907.0,"Comedy, Drama, Romance","$43,000,262",tt0398375,70000000,88933562.0
Cheaper by the Dozen 2,2005,5.5,63258.0,"Adventure, Comedy, Family","$82,571,173",tt0452598,60000000,129181830.0
Fun with Dick and Jane,2005,6.2,155339.0,"Comedy, Crime","$110,332,737",tt0369441,100000000,202026112.0
Keeping Mum,2005,6.8,36019.0,"Comedy, Crime","$1,619,466",tt0444653,169000,18564702.0
The New World,2005,6.7,90264.0,"Biography, Drama, History","$12,712,093",tt0402399,30000000,30536013.0
BloodRayne,2005,3.0,37301.0,"Action, Fantasy, Horror","$2,405,420",tt0383222,25000000,2405420.0
Hostel,2005,5.9,191873.0,Horror,"$47,326,473",tt0450278,4800000,80578934.0
Tristan + Isolde,2006,6.8,54367.0,"Action, Drama, Romance","$14,734,633",tt0375154,31000000,28000000.0
Last Holiday,2006,6.6,36441.0,"Comedy, Drama, Romance","$38,399,961",tt0408985,45000000,38399961.0
Hoodwinked!,2005,6.5,66674.0,"Animation, Adventure, Comedy","$51,386,611",tt0443536,15000000,51053787.0
Underworld: Evolution,2006,6.7,210146.0,"Action, Fantasy, Thriller","$62,318,875",tt0401855,50000000,111340801.0
Riding Alone for Thousands of Miles,2005,7.3,5645.0,Drama,"$252,325",tt0437447,7500000,3752325.0
Bandidas,2006,5.7,37405.0,"Action, Comedy, Crime",N/A,tt0416496,35000000,10496317.0
Annapolis,2006,5.8,21961.0,"Drama, Romance, Sport","$17,127,992",tt0417433,26000000,17496992.0
Big Momma's House 2,2006,4.8,46767.0,"Comedy, Crime","$70,165,972",tt0421729,40000000,138259062.0
Nanny McPhee,2005,6.6,85918.0,"Comedy, Family, Fantasy","$47,144,110",tt0396752,25000000,122489822.0
Final Destination 3,2006,5.8,154620.0,"Horror, Thriller","$54,098,051",tt0414982,25000000,117719158.0
Dave Chappelle's Block Party,2005,7.2,9644.0,"Documentary, Comedy, Music","$11,718,595",tt0425598,3000000,11718595.0
Curious George,2006,6.5,18256.0,"Animation, Adventure, Comedy","$58,360,760",tt0381971,50000000,69834815.0
Firewall,2006,5.8,59747.0,"Action, Crime, Thriller","$48,751,189",tt0408345,45000000,82800000.0
When a Stranger Calls,2006,5.1,48875.0,"Horror, Thriller","$47,860,214",tt0455857,15000000,66966987.0
Tamara,2005,5.0,11094.0,"Drama, Fantasy, Horror","$206,871",tt0401815,4750000,206871.0
Freedomland,2006,5.2,17265.0,"Crime, Drama, Mystery","$12,512,886",tt0349467,37665000,14655628.0
Winter Passing,2005,6.2,8927.0,"Comedy, Drama","$107,492",tt0380817,3500000,113783.0
Eight Below,2006,7.3,68668.0,"Adventure, Drama, Family","$81,612,565",tt0397313,40000000,120455994.0
Date Movie,2006,2.8,62350.0,"Comedy, Romance","$48,548,426",tt0466342,20000000,48548426.0
Running Scared,2006,7.3,103958.0,"Action, Crime, Drama","$6,855,137",tt0404390,17000000,9500000.0
Madea's Family Reunion,2006,5.3,12072.0,"Comedy, Drama, Romance","$63,318,000",tt0455612,6000000,57231524.0
Ultraviolet,2006,4.3,84312.0,"Action, Sci-Fi","$18,535,812",tt0370032,30000000,31070211.0
Just My Luck,2006,5.4,61949.0,"Comedy, Fantasy, Romance","$17,326,650",tt0397078,28000000,38159905.0
Pulse,2006,4.7,30796.0,"Horror, Sci-Fi, Thriller","$20,264,436",tt0454919,38000000,29907685.0
16 Blocks,2006,6.6,135131.0,"Action, Drama, Thriller","$36,895,141",tt0450232,55000000,65664721.0
Failure to Launch,2006,5.6,86301.0,"Comedy, Romance","$88,715,192",tt0427229,50000000,128406887.0
Ice Age: The Meltdown,2006,6.8,299002.0,"Animation, Adventure, Comedy","$195,330,621",tt0438097,80000000,660940780.0
V for Vendetta,2005,8.1,1186319.0,"Action, Drama, Sci-Fi","$70,511,035",tt0434409,54000000,132511035.0
She's the Man,2006,6.4,176981.0,"Comedy, Romance, Sport","$33,741,133",tt0454945,20000000,33889159.0
Thank You for Smoking,2005,7.5,229736.0,"Comedy, Drama","$24,793,509",tt0427944,6500000,24793509.0
Find Me Guilty,2006,7.0,36405.0,"Biography, Comedy, Crime","$1,173,643",tt0419749,13000000,2636637.0
Inside Man,2006,7.6,400797.0,"Crime, Drama, Mystery","$88,513,495",tt0454848,45000000,184376254.0
Tsotsi,2005,7.2,31662.0,"Crime, Drama","$2,912,606",tt0468565,3000000,9879971.0
Aquamarine,2006,5.4,45391.0,"Comedy, Family, Fantasy","$18,597,342",tt0429591,12000000,23006849.0
Lights in the Dusk,2006,6.8,7966.0,"Crime, Drama","$14,056",tt0458242,1380000,1615018.0
The Hills Have Eyes,2006,6.4,184191.0,"Horror, Thriller","$41,778,863",tt0454841,15000000,69623713.0
The Shaggy Dog,2006,4.4,20244.0,"Comedy, Family, Fantasy","$61,123,569",tt0393735,50000000,61112916.0
The Lives of Others,2006,8.4,412480.0,"Drama, Mystery, Thriller","$11,286,112",tt0405094,2000000,70000000.0
Take the Lead,2006,6.6,26719.0,"Drama, Music","$34,742,066",tt0446046,30000000,34742066.0
Lucky Number Slevin,2006,7.7,326614.0,"Crime, Drama, Thriller","$22,495,466",tt0425210,27000000,56308881.0
Volver,2006,7.6,107856.0,"Comedy, Drama","$12,899,867",tt0441909,12899867,85582407.0
Akeelah and the Bee,2006,7.4,21806.0,"Drama, Family","$18,848,430",tt0437800,8000000,18948425.0
Stay Alive,2006,5.0,34167.0,"Fantasy, Horror, Mystery","$23,086,480",tt0441796,9000000,27105095.0
Basic Instinct 2,2006,4.4,41757.0,"Drama, Mystery, Thriller","$5,971,336",tt0430912,70000000,38629478.0
Brick,2005,7.1,110479.0,"Crime, Drama, Mystery","$2,075,743",tt0393109,475000,3919254.0
ATL,2006,6.1,12338.0,"Comedy, Crime, Drama","$21,170,563",tt0466856,20000000,21170563.0
Renaissance,2006,6.6,16452.0,"Animation, Action, Sci-Fi","$70,644",tt0386741,18000000,1831348.0
Friends with Money,2006,5.8,32189.0,"Comedy, Drama, Romance","$13,368,437",tt0436331,6500000,13368437.0
Scary Movie 4,2006,5.1,129702.0,Comedy,"$90,710,620",tt0362120,45000000,178262620.0
Hard Candy,2005,7.0,168575.0,"Drama, Thriller","$1,024,640",tt0424136,950000,7022209.0
The Sentinel,2006,6.1,52502.0,"Action, Crime, Thriller","$36,280,697",tt0443632,60000000,77920346.0
The Wild,2006,5.2,27793.0,"Animation, Adventure, Comedy","$37,384,046",tt0405469,80000000,37384046.0
Silent Hill,2006,6.5,245341.0,"Horror, Mystery","$46,982,632",tt0384537,50000000,97607453.0
Battle in Heaven,2005,5.5,6596.0,"Crime, Drama","$70,899",tt0387055,1601792,253527.0
American Dreamz,2006,5.5,25265.0,"Comedy, Music","$7,191,830",tt0465142,17000000,7314027.0
The Protector,2005,7.0,39127.0,"Action, Crime, Drama","$12,044,087",tt0427954,6000000,27165581.0
Mission: Impossible III,2006,6.9,393256.0,"Action, Adventure, Thriller","$134,029,801",tt0317919,150000000,397850012.0
RV,2006,5.6,64010.0,"Adventure, Comedy, Family","$71,726,025",tt0449089,50000000,87528173.0
United 93,2006,7.6,111235.0,"Action, Drama, History","$31,483,450",tt0475276,15000000,76286096.0
Down in the Valley,2005,6.4,19018.0,"Drama, Romance, Thriller","$568,932",tt0398027,8000000,852872.0
Over the Hedge,2006,6.7,190901.0,"Animation, Adventure, Comedy","$155,019,340",tt0327084,80000000,343397247.0
Poseidon,2006,5.7,110804.0,"Action, Adventure, Thriller","$60,674,817",tt0409182,160000000,181674817.0
The Da Vinci Code,2006,6.6,460822.0,"Mystery, Thriller","$217,536,138",tt0382625,125000000,767820459.0
X-Men: The Last Stand,2006,6.6,544735.0,"Action, Adventure, Sci-Fi","$234,362,462",tt0376994,210000000,459359555.0
The Break-Up,2006,5.8,139405.0,"Comedy, Drama, Romance","$118,703,275",tt0452594,52000000,204999686.0
12 and Holding,2005,7.4,7133.0,Drama,"$96,464",tt0417385,400000,95687.0
Cars,2006,7.2,475805.0,"Animation, Adventure, Comedy","$244,082,982",tt0317219,120000000,461983149.0
The Lost City,2005,6.5,9949.0,"Drama, Romance","$2,484,186",tt0343996,9600000,4386236.0
Standing Still,2005,5.6,2411.0,"Comedy, Drama, Romance","$30,142",tt0360016,1700000,12762.0
The Omen,2006,5.5,63470.0,"Drama, Fantasy, Horror","$54,607,383",tt0466909,25000000,119188334.0
Nacho Libre,2006,5.9,94601.0,"Comedy, Family, Sport","$80,197,993",tt0457510,32000000,80197993.0
The Lake House,2006,6.8,158498.0,"Drama, Fantasy, Romance","$52,330,111",tt0410297,40000000,114830111.0
Click,2006,6.4,359003.0,"Comedy, Drama, Fantasy","$137,355,633",tt0389860,82500000,237681299.0
The Devil Wears Prada,2006,6.9,475923.0,"Comedy, Drama","$124,740,460",tt0458352,35000000,326551094.0
Pirates of the Caribbean: Dead Man's Chest,2006,7.4,773172.0,"Action, Adventure, Fantasy","$423,315,812",tt0383574,200000000,1065659812.0
"You, Me and Dupree",2006,5.6,84393.0,"Comedy, Romance","$75,628,110",tt0463034,54000000,130431368.0
Clerks II,2006,7.3,141138.0,Comedy,"$24,148,068",tt0424345,5000000,26888376.0
Lady in the Water,2006,5.5,104373.0,"Drama, Fantasy, Mystery","$42,285,169",tt0452637,75000000,42285169.0
Marie Antoinette,2006,6.5,122856.0,"Biography, Drama, History","$15,962,471",tt0422720,40000000,60474340.0
Who Killed the Electric Car?,2006,7.6,12780.0,Documentary,"$1,678,874",tt0489037,1000000,1678874.0
An Inconvenient Truth,2006,7.4,85404.0,Documentary,"$24,146,161",tt0497116,1000000,46243000.0
The Fast and the Furious: Tokyo Drift,2006,6.0,302488.0,"Action, Crime, Thriller","$62,514,415",tt0463985,85000000,158468292.0
Superman Returns,2006,6.1,291969.0,"Action, Adventure, Sci-Fi","$200,081,192",tt0348150,270000000,391081192.0
Little Miss Sunshine,2006,7.8,521471.0,"Comedy, Drama","$59,891,098",tt0449059,8000000,100523181.0
Babel,2006,7.5,318197.0,Drama,"$34,302,837",tt0449467,25000000,135330182.0
Little Man,2006,4.5,60214.0,"Comedy, Crime","$58,645,052",tt0430304,64000000,101595121.0
Monster House,2006,6.7,139596.0,"Animation, Comedy, Family","$73,661,010",tt0385880,75000000,140175006.0
Snakes on a Plane,2006,5.5,145010.0,"Action, Adventure, Crime","$34,020,814",tt0417148,33000000,62022014.0
Scoop,2006,6.6,87942.0,"Comedy, Crime, Fantasy","$10,525,717",tt0457513,4000000,31584901.0
Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,201279.0,"Comedy, Sport","$148,213,377",tt0415306,72500000,162966177.0
Night at the Museum,2006,6.5,380755.0,"Adventure, Comedy, Family","$250,863,268",tt0477347,110000000,574480841.0
World Trade Center,2006,6.0,88080.0,"Drama, History, Thriller","$70,278,893",tt0469641,63000000,162945894.0
Stranger Than Fiction,2006,7.5,237040.0,"Comedy, Drama, Fantasy","$40,660,952",tt0420223,30000000,53653224.0
Miami Vice,2006,6.1,124713.0,"Action, Crime, Drama","$63,450,470",tt0430357,135000000,163794509.0
The Pursuit of Happyness,2006,8.0,566475.0,"Biography, Drama","$163,566,459",tt0454921,55000000,307077295.0
John Tucker Must Die,2006,5.7,88722.0,"Comedy, Romance","$41,011,711",tt0455967,18000000,41009669.0
The Ant Bully,2006,5.8,42116.0,"Animation, Adventure, Comedy","$28,142,535",tt0429589,50000000,55181129.0
